<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni2 data from 20031001 to 20031031</B><hr><pre>Selected parameters:
 1 Scalar B, nT
 2 SW Proton Density, N/cm^3
 3 SW Plasma Temperature, K
 4 SW Plasma Speed, km/s
 5 Kp index

YEAR DOY HR    1     2        3     4   5
2003 290 17   5.8   4.2  162632.  569. 23
2003 290 18   5.7   4.0  152988.  548. 27
2003 290 19   5.8   3.9  140903.  527. 27
2003 290 20   6.1   4.1  127612.  529. 27
2003 290 21   6.4   4.5  130341.  538. 37
2003 290 22   6.7   4.5  127598.  537. 37
2003 290 23   7.2   4.7  108589.  549. 37
2003 291  0   7.4   4.4   94225.  545. 40
2003 291  1   7.7   4.9  105724.  552. 40
2003 291  2   7.9   4.9  112442.  563. 40
2003 291  3   7.9   4.2  140740.  542. 47
2003 291  4   7.8   4.6  164341.  554. 47
2003 291  5   7.4   4.7  153418.  553. 47
2003 291  6   7.1   4.3  142830.  545. 43
2003 291  7   7.3   4.1  124609.  541. 43
2003 291  8   6.6   4.3  135958.  549. 43
2003 291  9   7.1   4.9  128399.  545. 33
2003 291 10   7.2   4.7  128500.  541. 33
2003 291 11   6.9   5.2  129396.  541. 33
2003 291 12   7.3   5.3  150845.  552. 40
2003 291 13   7.2   5.3  157385.  547. 40
2003 291 14   7.3   4.9  149967.  548. 40
2003 291 15   7.0   5.0  170757.  535. 33
2003 291 16   7.0   5.1  150970.  538. 33
2003 291 17   7.3   4.9  143110.  534. 33
2003 291 18   7.4   5.0  132183.  557. 30
2003 291 19   7.3   4.9  146572.  543. 30
2003 291 20   7.8   4.9  152858.  543. 30
2003 291 21   7.9   4.3  178749.  543. 40
2003 291 22   8.3   3.4  160938.  551. 40
2003 291 23   7.1   4.1  186476.  556. 40
2003 292  0   7.9   3.6  131497.  597. 37
2003 292  1   7.7   3.8  152971.  596. 37
2003 292  2   7.4   3.9  163816.  589. 37
2003 292  3   7.1   4.4  157827.  606. 43
2003 292  4   7.1   4.5  142439.  596. 43
2003 292  5   6.8   3.7  160361.  587. 43
2003 292  6   6.6   3.6  159493.  591. 43
2003 292  7   6.6   3.4  144338.  590. 43
2003 292  8   6.6   3.8  123134.  571. 43
2003 292  9   6.6   3.7  148881.  584. 33
2003 292 10   6.4   3.9  167391.  602. 33
2003 292 11   6.2   4.1  177412.  586. 33
2003 292 12   6.3   4.1  163112.  586. 47
2003 292 13   6.2   3.9  162266.  595. 47
2003 292 14   6.4   3.8  164019.  595. 47
2003 292 15   6.4   3.9  181467.  598. 47
2003 292 16   6.5   4.2  173595.  599. 47
2003 292 17   6.7   4.3  153350.  593. 47
2003 292 18   6.8   4.1  192022.  580. 53
2003 292 19   6.6   4.2  180697.  595. 53
2003 292 20   6.4   4.8  207734.  594. 53
2003 292 21   6.5   4.7  212986.  585. 53
2003 292 22   6.8   4.4  208493.  590. 53
2003 292 23   7.0   4.0  178162.  600. 53
2003 293  0   6.7   3.9  178662.  595. 37
2003 293  1   5.9   4.1  184280.  596. 37
2003 293  2   5.6   4.3  180229.  590. 37
2003 293  3   5.6   4.4  170156.  601. 30
2003 293  4   6.1   3.9  152178.  584. 30
2003 293  5   7.4   4.1  140599.  577. 30
2003 293  6   7.3   4.2  164696.  570. 50
2003 293  7   7.4   3.8  171204.  540. 50
2003 293  8   8.0   3.8  166671.  538. 50
2003 293  9   8.2   3.3  201379.  534. 43
2003 293 10   8.8   3.4  178645.  529. 43
2003 293 11   8.7   3.4  195864.  536. 43
2003 293 12   9.1   4.0  186910.  553. 40
2003 293 13   7.8   4.4  234772.  560. 40
2003 293 14   6.9   5.7  293443.  564. 40
2003 293 15   7.0   5.7  266933.  582. 43
2003 293 16   5.3   6.4  296011.  602. 43
2003 293 17   6.0   6.7  243464.  609. 43
2003 293 18   6.5   7.3  237959.  607. 50
2003 293 19   8.1   6.1  288799.  658. 50
2003 293 20   8.8   5.3  346597.  663. 50
2003 293 21   7.3   4.7  450501.  687. 57
2003 293 22   8.3   4.7  370389.  678. 57
2003 293 23   8.4   4.7  358289.  675. 57
2003 294  0   6.4   3.9  354114.  681. 47
2003 294  1   6.8   3.4  313991.  689. 47
2003 294  2   5.9   3.0  404935.  700. 47
2003 294  3   5.4   2.7  456700.  715. 40
2003 294  4   6.1   2.6  361266.  707. 40
2003 294  5   6.2   2.4  328183.  712. 40
2003 294  6   6.1   2.3  278230.  705. 47
2003 294  7   6.8   3.0  282611.  710. 47
2003 294  8   4.9   3.0  356692.  688. 47
2003 294  9   6.9   2.6  267630.  672. 47
2003 294 10   7.2   3.1  269043.  665. 47
2003 294 11   7.2   3.7  270377.  662. 47
2003 294 12   8.0   3.4  244493.  667. 53
2003 294 13   8.3   3.4  253170.  675. 53
2003 294 14   8.4   3.4  206912.  650. 53
2003 294 15   8.3   3.4  181666.  635. 53
2003 294 16   8.2   3.0  194311.  654. 53
2003 294 17   8.3   3.3  150495.  624. 53
2003 294 18   8.2   2.9  208866.  644. 53
2003 294 19   7.8   2.6  245008.  664. 53
2003 294 20   8.9   4.0  355371.  690. 53
2003 294 21   8.6   4.5  412994.  702. 60
2003 294 22   9.5   4.4  370925.  678. 60
2003 294 23   8.5   5.5  432853.  724. 60
2003 295  0   9.0   4.0  334009.  744. 47
2003 295  1   9.6   3.6  262946.  741. 47
2003 295  2   9.4   3.6  227671.  725. 47
2003 295  3   8.5   3.7  149603.  727. 53
2003 295  4   8.1   3.3  126672.  720. 53
2003 295  5   7.9   3.1  116311.  703. 53
2003 295  6   7.0   4.0   99554.  688. 50
2003 295  7   6.8   4.5   77321.  679. 50
2003 295  8   6.7   6.2   70138.  664. 50
2003 295  9   6.9   7.6   71137.  652. 33
2003 295 10   6.5   8.7   86952.  644. 33
2003 295 11   6.9   9.8   77305.  634. 33
2003 295 12   8.3   8.5   55632.  622. 43
2003 295 13   9.1   7.7   40093.  614. 43
2003 295 14   8.3   8.4   56771.  609. 43
2003 295 15   9.3   5.4   39531.  584. 50
2003 295 16  10.3   2.2   16327.  572. 50
2003 295 17  11.2   3.7   17124.  554. 50
2003 295 18  11.6   6.2   24532.  544. 37
2003 295 19  11.6   5.5   21518.  545. 37
2003 295 20  11.8   3.8   15310.  545. 37
2003 295 21  11.7   4.1   21637.  543. 17
2003 295 22  11.2   5.6   24404.  538. 17
2003 295 23  10.9   4.1   36388.  548. 17
2003 296  0  10.3   4.1   32740.  537. 27
2003 296  1   9.9   3.6   25576.  524. 27
2003 296  2  11.0   2.6   11273.  531. 27
2003 296  3  10.9   2.7   10883.  538. 13
2003 296  4  10.6   3.9   11216.  540. 13
2003 296  5  10.3   3.1   12172.  539. 13
2003 296  6   9.9   3.0   12827.  536. 23
2003 296  7   9.5   3.3   15128.  506. 23
2003 296  8   9.1   3.6   20927.  512. 23
2003 296  9   9.2   4.1   20068.  492. 17
2003 296 10   9.7   2.9    9542.  484. 17
2003 296 11   9.2   3.4   15684.  474. 17
2003 296 12   9.0   3.0   14149.  472. 10
2003 296 13   8.5   3.7   14178.  478. 10
2003 296 14   8.2   4.1   15497.  474. 10
2003 296 15   7.7   3.7   13670.  470. 10
2003 296 16   7.0   3.9   11563.  446. 10
2003 296 17   6.7   4.0   11901.  431. 10
2003 296 18   6.3   3.7   10048.  424.  7
2003 296 19   6.5   3.2    8867.  421.  7
2003 296 20   6.4   3.4    8903.  419.  7
2003 296 21   6.6   3.4    9019.  418.  3
2003 296 22   6.7   3.5    8906.  415.  3
2003 296 23   6.3   4.1   11361.  420.  3
2003 297  0   6.2   3.9   10603.  423.  3
2003 297  1   6.0   4.0   10716.  426.  3
2003 297  2   6.4   4.0   10793.  427.  3
2003 297  3   6.3   4.4   17278.  430. 13
2003 297  4   6.2   4.5   28577.  423. 13
2003 297  5   6.3   4.6   45268.  419. 13
2003 297  6   6.6   4.3   40326.  413. 20
2003 297  7   6.3   4.3   59050.  414. 20
2003 297  8   5.8   4.2   42139.  413. 20
2003 297  9   6.4   3.6   15199.  424. 27
2003 297 10   6.8   3.6   27652.  419. 27
