<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni2 data from 20000701 to 20000731</B><hr><pre>Selected parameters:
 1 Scalar B, nT
 2 SW Proton Density, N/cm^3
 3 SW Plasma Temperature, K
 4 SW Plasma Speed, km/s
 5 Kp index

YEAR DOY HR    1     2        3     4   5
2000 185 11   7.5  15.1   36377.  364. 20
2000 185 12   8.3  13.5   38021.  361. 27
2000 185 13   8.5  10.9   41739.  364. 27
2000 185 14   8.4  10.9   48230.  362. 27
2000 185 15   8.0  10.2   52023.  366. 17
2000 185 16   8.1  10.2   51045.  361. 17
2000 185 17   8.6  10.5   56820.  352. 17
2000 185 18   8.9  10.0   45080.  358. 20
2000 185 19   9.2   9.3   30607.  361. 20
2000 185 20   8.7   9.3   40031.  360. 20
2000 185 21   7.5  10.6   58446.  355. 27
2000 185 22   6.9  10.4   70349.  361. 27
2000 185 23   6.3   9.8   88479.  363. 27
2000 186  0   6.6   9.5   92374.  362. 23
2000 186  1   6.5   8.2  102513.  353. 23
2000 186  2   6.6   8.2   98173.  365. 23
2000 186  3   7.4   8.9  106950.  372. 20
2000 186  4   8.3   9.2  111917.  369. 20
2000 186  5   8.4  10.2   95454.  373. 20
2000 186  6   9.6   8.7   65557.  372.  7
2000 186  7   8.9   8.8   69306.  367.  7
2000 186  8   8.8   8.3   79248.  366.  7
2000 186  9   9.2   7.1   66194.  370. 20
2000 186 10   9.5  11.3   42297.  384. 20
2000 186 11   9.9  14.2   28620.  389. 20
2000 186 12  10.8  11.3   37500.  380. 33
2000 186 13   6.1  22.3   53521.  391. 33
2000 186 14   9.8   8.7  122889.  415. 33
2000 186 15   9.4   6.5  153894.  430. 20
2000 186 16   9.0   5.9  150250.  434. 20
2000 186 17   9.1   5.0  128815.  441. 20
2000 186 18   7.5   5.1  172512.  442. 20
2000 186 19   7.3   4.8  148707.  445. 20
2000 186 20   7.2   5.0  141446.  444. 20
2000 186 21   7.0   5.4  122864.  444. 17
2000 186 22   6.5   4.9  124440.  458. 17
2000 186 23   6.1   4.3  110032.  468. 17
2000 187  0   5.6   4.2   90579.  467. 13
2000 187  1   5.3   4.3   95947.  464. 13
2000 187  2   5.4   4.1   85970.  467. 13
2000 187  3   5.1   4.3   99640.  462. 17
2000 187  4   5.0   4.3  122186.  454. 17
2000 187  5   4.9   4.4  111027.  452. 17
2000 187  6   4.9   4.8   86966.  465. 23
2000 187  7   5.1   4.8   88150.  463. 23
2000 187  8   5.4   5.1  103987.  444. 23
2000 187  9   5.9   5.5   95176.  454. 27
2000 187 10   6.2   5.4   80441.  461. 27
2000 187 11   6.3   5.8   97763.  446. 27
2000 187 12   6.9   6.3   93207.  437. 33
2000 187 13   6.7   6.4   84243.  447. 33
2000 187 14   5.5   6.0  106464.  437. 33
2000 187 15   5.6   5.9   86116.  440. 30
2000 187 16   5.1   6.0  115772.  425. 30
2000 187 17   5.5   5.6   82535.  439. 30
2000 187 18   5.9   5.4   68396.  437. 17
2000 187 19   6.3   5.2   62149.  441. 17
2000 187 20   6.5   4.8   58358.  442. 17
2000 187 21   6.4   5.0   60419.  447.  7
2000 187 22   6.3   4.7   58679.  448.  7
2000 187 23   6.3   4.4   53112.  442.  7
2000 188  0   6.3   4.5   51495.  442.  7
2000 188  1   6.2   4.6   59240.  435.  7
2000 188  2   6.4   4.6   43414.  446.  7
2000 188  3   6.3   5.0   47262.  450. 13
2000 188  4   5.8   4.9   48577.  442. 13
2000 188  5   5.0   4.7   82720.  443. 13
2000 188  6   5.3   4.7   82008.  450. 13
2000 188  7   5.4   4.5   72396.  438. 13
2000 188  8   5.9   4.9   62005.  446. 13
2000 188  9   5.6   5.0   67973.  435. 10
2000 188 10   5.7   4.6   70683.  430. 10
2000 188 11   5.8   4.9   68169.  437. 10
2000 188 12   5.5   5.0   80517.  419. 20
2000 188 13   5.8   5.0   77265.  417. 20
2000 188 14   6.0   5.0   65704.  424. 20
2000 188 15   6.1   4.6   60372.  417. 17
2000 188 16   6.1   4.5   55601.  415. 17
2000 188 17   6.3   4.6   52409.  417. 17
2000 188 18   6.0   4.7   57812.  400. 20
2000 188 19   6.0   4.5   60897.  403. 20
2000 188 20   6.1   4.5   62451.  395. 20
2000 188 21   5.9   4.9   68896.  401. 13
2000 188 22   6.4   4.8   45875.  423. 13
2000 188 23   6.5   4.4   37132.  417. 13
2000 189  0   6.8   3.9   33206.  406. 20
2000 189  1   6.6   4.8   46029.  415. 20
2000 189  2   6.3   4.2   38387.  406. 20
2000 189  3   6.4   4.3   37782.  403. 13
2000 189  4   6.0   4.4   42343.  401. 13
2000 189  5   6.0   4.6   35011.  398. 13
2000 189  6   5.8   4.5   45406.  391. 10
2000 189  7   5.7   4.5   39298.  395. 10
2000 189  8   5.6   4.4   37760.  396. 10
2000 189  9   5.3   4.8   70817.  387. 13
2000 189 10   5.2   5.5   96954.  381. 13
2000 189 11   5.1   6.0   77840.  386. 13
2000 189 12   4.8   5.8   86872.  386. 10
2000 189 13   4.9   6.1   71542.  390. 10
2000 189 14   4.7   6.3   81130.  384. 10
2000 189 15   4.7   6.3   89783.  380. 10
2000 189 16   4.6   6.1   85988.  382. 10
2000 189 17   4.5   6.2   98488.  378. 10
2000 189 18   4.5   6.6   92514.  375. 17
2000 189 19   4.4   6.2   90598.  375. 17
2000 189 20   4.7   6.4   70930.  377. 17
2000 189 21   5.1   6.6   62812.  377. 17
2000 189 22   5.2   6.7   81916.  372. 17
2000 189 23   5.4   6.7   87082.  368. 17
2000 190  0   5.6   6.6   83411.  367. 17
2000 190  1   5.9   5.5   84960.  354. 17
2000 190  2   6.0   4.6   55540.  355. 17
2000 190  3   5.8   5.0   53899.  355. 20
2000 190  4   5.4   5.4   47850.  356. 20
2000 190  5   5.5   5.0   81463.  345. 20
2000 190  6   5.5   5.4   75162.  350.  7
2000 190  7   5.9   6.2   76432.  352.  7
2000 190  8   5.7   6.0  101007.  351.  7
2000 190  9   5.9   5.8   67062.  356. 17
2000 190 10   5.4   5.4   85432.  353. 17
2000 190 11   6.0   6.5   63993.  359. 17
2000 190 12   6.1   5.3   55667.  357. 23
2000 190 13   6.6   4.8   48503.  361. 23
2000 190 14   7.3   4.2   32239.  372. 23
2000 190 15   7.4   4.6   30241.  379. 23
2000 190 16   7.3   4.2   32804.  377. 23
2000 190 17   6.6   5.2   33689.  383. 23
2000 190 18   7.0   4.5   36947.  382. 17
2000 190 19   7.4   3.6   43130.  372. 17
2000 190 20   7.3   3.9   48722.  378. 17
2000 190 21   7.1   3.6   42840.  366.  3
2000 190 22   6.9   3.6   45082.  366.  3
2000 190 23   6.7   3.4   51780.  366.  3
2000 191  0   6.5   3.3   59943.  373.  7
2000 191  1   6.5   3.3   68958.  376.  7
2000 191  2   6.5   3.4   91651.  377.  7
2000 191  3   6.1   3.7  106565.  384. 10
2000 191  4   5.7   3.8   99507.  382. 10
2000 191  5   5.6   3.8   97725.  375. 10
2000 191  6   5.8   4.1   82078.  397. 17
2000 191  7   5.7   3.8   69928.  379. 17
2000 191  8   5.8   4.4   51185.  373. 17
2000 191  9   5.9   4.3   49377.  375. 17
2000 191 10   6.0   4.2   58026.  355. 17
2000 191 11   6.1   4.6   53620.  368. 17
2000 191 12   6.2   4.6   38584.  381. 17
2000 191 13   5.7   5.0   58473.  367. 17
2000 191 14   6.1   5.6   40914.  370. 17
2000 191 15   6.3   5.8   42368.  364. 13
2000 191 16   5.9   5.5   49420.  360. 13
2000 191 17   5.8   5.6   50020.  372. 13
2000 191 18   6.0   5.2   44962.  376. 17
2000 191 19   5.5   5.7   72393.  362. 17
2000 191 20   5.8   5.8   69541.  359. 17
2000 191 21   6.2   6.1   27210.  370. 23
2000 191 22   6.2   5.8   28285.  366. 23
2000 191 23   5.4   5.4   45001.  361. 23
2000 192  0   4.4   5.2   61531.  364. 17
2000 192  1   4.9   5.0   67695.  359. 17
2000 192  2   5.8   5.4   53197.  374. 17
2000 192  3   6.7   5.2   40936.  374. 23
2000 192  4   8.4   5.7   33075.  388. 23
2000 192  5   9.4   4.6   20302.  403. 23
2000 192  6   9.8   5.0   20785.  401. 40
2000 192  7  18.6   8.2   64332.  471. 40
2000 192  8  19.1   7.7   68227.  440. 40
2000 192  9  17.4   7.9  103939.  460. 33
2000 192 10  17.1   8.6   74803.  481. 33
2000 192 11  16.5   7.7  106110.  465. 33
2000 192 12  15.4   7.6  114065.  487. 37
2000 192 13  11.8  13.2  123281.  475. 37
2000 192 14   8.1  13.8  146594.  467. 37
2000 192 15   7.0  11.9  171497.  462. 37
2000 192 16   9.6  10.1  127186.  478. 37
2000 192 17  10.5  12.5   88425.  469. 37
2000 192 18  11.9  15.7   78646.  469. 47
2000 192 19  13.1  14.3   58296.  460. 47
2000 192 20  13.7  10.1   52483.  440. 47
2000 192 21  14.4  14.7   46048.  441. 30
2000 192 22  14.7  18.2   58276.  440. 30
2000 192 23  13.6  16.4   96765.  416. 30
2000 193  0  13.9  12.3   85788.  440. 33
2000 193  1  12.2  16.7   98475.  467. 33
2000 193  2  12.8  13.4   89790.  457. 33
2000 193  3  15.5  17.1   22901.  444. 43
2000 193  4  12.4  33.9   28623.  436. 43
2000 193  5  11.5  32.7   26539.  433. 43
2000 193  6  11.2  23.9   21604.  434. 33
2000 193  7  13.3  19.6   14188.  432. 33
2000 193  8  13.7  19.5   16350.  435. 33
2000 193  9  12.0  24.7   24603.  434. 43
2000 193 10  11.2  21.5   16264.  440. 43
2000 193 11  10.8  18.6   17104.  434. 43
2000 193 12  16.7  25.0   46727.  446. 53
2000 193 13  19.8  23.4  109037.  458. 53
2000 193 14  18.0  20.2   49935.  442. 53
2000 193 15  15.7  11.1  105502.  448. 43
2000 193 16  14.7   5.7  128168.  457. 43
2000 193 17  14.3   4.9   86283.  462. 43
2000 193 18  14.7   3.8  194590.  479. 43
2000 193 19  15.6   3.5  253285.  477. 43
2000 193 20  15.1   6.3  172899.  478. 43
2000 193 21  14.7   4.6  208729.  504. 50
2000 193 22  10.1   7.8  140483.  532. 50
2000 193 23   8.7   9.1   74054.  523. 50
2000 194  0   9.5   5.9   38857.  525. 37
2000 194  1   8.4   6.8   32816.  541. 37
2000 194  2   9.3   3.2   42007.  537. 37
2000 194  3   9.6   2.8   31601.  536. 27
2000 194  4  10.5   2.4   25856.  531. 27
2000 194  5  10.8   1.4   82327.  529. 27
2000 194  6  11.2   1.0  136418.  531. 13
2000 194  7  11.3   1.0  138317.  532. 13
2000 194  8  11.3   1.1   89811.  520. 13
2000 194  9  10.7   4.0   14727.  510. 23
2000 194 10  10.8   3.1   14242.  502. 23
2000 194 11  10.7   2.4   15529.  510. 23
2000 194 12  10.7   2.0    9557.  492.  7
2000 194 13  10.5   2.0    8290.  488.  7
2000 194 14  10.2   2.4    8728.  483.  7
2000 194 15   9.7   3.6   11119.  481. 17
2000 194 16   9.4   4.4   14855.  484. 17
2000 194 17   9.6   2.6   29292.  495. 17
2000 194 18   9.6   1.5   56488.  494. 17
2000 194 19   9.6   1.2   33905.  499. 17
2000 194 20   9.6   1.5   48030.  485. 17
2000 194 21   9.8   1.6   16585.  481. 17
2000 194 22   9.6   1.5   15663.  483. 17
2000 194 23   9.3   2.3   11962.  473. 17
2000 195  0   9.3   2.7   12730.  478. 10
2000 195  1   9.1   2.4   15909.  492. 10
2000 195  2   8.8   2.0   24372.  494. 10
2000 195  3   8.3   2.2   68589.  477. 20
2000 195  4   7.4   3.0  123099.  491. 20
2000 195  5   5.2   3.8  244126.  518. 20
2000 195  6   4.8   3.6  250917.  522. 23
2000 195  7   6.0   3.5  225033.  510. 23
2000 195  8   5.9   3.5  200458.  506. 23
2000 195  9   6.7   4.6  205723.  520. 57
2000 195 10  19.9  20.2  491624.  667. 57
2000 195 11  17.7  25.6  435228.  656. 57
2000 195 12  16.9  31.9  345404.  659. 70
2000 195 13  24.6  14.5  371533.  635. 70
2000 195 14  19.7  11.0  417801.  628. 70
2000 195 15  12.4  12.1  415142.  618. 63
2000 195 16  11.8   8.8  491209.  616. 63
2000 195 17  13.3   7.2  538121.  618. 63
2000 195 18  11.4   6.9  508208.  598. 27
2000 195 19  11.3   6.2  485317.  604. 27
2000 195 20  10.7   4.6  430428.  607. 27
2000 195 21   9.6   3.7  431906.  603. 30
2000 195 22   8.8   3.4  376518.  616. 30
2000 195 23   7.8   2.8  354743.  619. 30
2000 196  0   5.5   2.8  321609.  606. 30
2000 196  1   4.3   3.4  200127.  611. 30
2000 196  2   3.9   3.7  174932.  615. 30
2000 196  3   3.6   3.4  148701.  616. 30
2000 196  4   4.1   2.7  116372.  614. 30
2000 196  5   4.3   2.5   96452.  607. 30
2000 196  6   4.1   2.5  156759.  591. 33
2000 196  7   4.6   2.5   96207.  598. 33
2000 196  8   4.8   2.5  132193.  585. 33
2000 196  9   4.9   2.6  129547.  584. 40
2000 196 10   5.3   2.8   85218.  594. 40
2000 196 11   4.4   2.7  132907.  593. 40
2000 196 12   4.6   2.5  196404.  573. 40
2000 196 13   5.2   2.3  127602.  575. 40
2000 196 14   5.5   2.3  126417.  580. 40
2000 196 15  10.3   4.9  371385.  670. 73
2000 196 16  13.0   6.7  676964.  735. 73
2000 196 17  15.5  16.7  411102.  767. 73
2000 196 18   9.8  24.3  235968.  778. 67
2000 196 19   9.4  26.6  131783.  782. 67
2000 196 20   8.0  22.2  119995.  777. 67
2000 196 21   5.5  12.5  194974.  765. 47
2000 196 22   5.9  15.6  172035.  754. 47
2000 196 23   5.4  14.9   95783.  738. 47
2000 197  0   3.9  10.9   73996.  745. 30
2000 197  1   5.2  10.7   82122.  719. 30
2000 197  2   7.9   5.8  308912.  741. 30
2000 197  3   6.9   4.3   96307.  721. 37
2000 197  4   7.4   3.3  119417.  758. 37
2000 197  5   7.8   6.3  127009.  745. 37
2000 197  6   8.4   5.3  296535.  718. 47
2000 197  7   8.3   3.8  352419.  705. 47
2000 197  8   7.1   3.2   49113.  660. 47
2000 197  9   8.0   3.5   98944.  678. 43
2000 197 10   9.2   2.8  388853.  677. 43
2000 197 11  10.0   8.7  124652.  694. 43
2000 197 12   9.6   7.9  394420.  683. 80
2000 197 13   9.9  12.5  428086.  610. 80
2000 197 14  24.4  20.1 1501458.  866. 80
2000 197 15  29.2  18.2  917271.  858. 87
2000 197 16  17.5   5.1  945610. 1010. 87
2000 197 17  17.4   9.8 1800631.  991. 87
2000 197 18  36.5  15.0 1868463.  993. 90
2000 197 19  47.1  20.6  493636. 1000. 90
2000 197 20  51.6   5.9  167332. 1040. 90
2000 197 21  48.4   7.2  150037. 1107. 87
2000 197 22  45.8   5.7  100515. 1089. 87
2000 197 23  46.2   9.7   49785. 1079. 87
2000 198  0  47.5   8.1   97358. 1030. 77
2000 198  1  47.4   2.1  389399. 1012. 77
2000 198  2  45.9   1.3   62893.  970. 77
2000 198  3  40.7   1.9   53907.  949. 60
2000 198  4  39.7   2.8   35007.  915. 60
2000 198  5  37.4   2.2   24129.  883. 60
2000 198  6  33.2   1.2   30608.  842. 43
2000 198  7  29.6   1.5   21337.  806. 43
2000 198  8  26.8   0.8   25065.  804. 43
2000 198  9  24.4   0.7   19580.  816. 47
2000 198 10  22.2   0.7   63977.  788. 47
2000 198 11  20.4   1.2  101281.  790. 47
2000 198 12  18.3   2.2   35476.  781. 47
2000 198 13  14.5   2.2  193438.  772. 47
2000 198 14  12.0   1.0  137577.  784. 47
2000 198 15  10.1   0.5   74856.  770. 30
2000 198 16   8.6   0.6   47425.  739. 30
2000 198 17   7.7   0.7   36998.  736. 30
2000 198 18   6.9   0.7   28813.  743. 20
2000 198 19   6.5   0.7   32093.  724. 20
2000 198 20   6.0   0.5   24547.  744. 20
2000 198 21   5.9   0.5   43676.  734. 17
2000 198 22   5.7   0.5   68225.  736. 17
2000 198 23   5.7   0.6  126013.  704. 17
2000 199  0   5.9   0.8  130262.  684. 30
2000 199  1   6.2   1.1  112445.  675. 30
2000 199  2   5.4   0.9   94891.  678. 30
2000 199  3   4.6   1.0  117024.  670. 27
2000 199  4   4.2   0.9  116730.  680. 27
2000 199  5   4.0   0.9   92087.  678. 27
2000 199  6   3.9   0.8   56618.  668. 23
2000 199  7   3.7   0.7   41339.  659. 23
2000 199  8   5.7   1.3   80391.  659. 23
2000 199  9   5.8   1.2  270029.  663. 23
2000 199 10   5.3   1.3  248234.  685. 23
2000 199 11   5.6   1.2  132093.  650. 23
2000 199 12   5.2   1.2  162074.  631. 23
2000 199 13   4.9   1.2  156171.  624. 23
2000 199 14   4.8   1.1  158305.  637. 23
2000 199 15   4.6   1.1  151201.  625. 13
2000 199 16   4.1   1.1  130391.  625. 13
2000 199 17   4.0   1.2  121437.  617. 13
2000 199 18   4.0   1.2  105834.  604. 10
2000 199 19   3.9   1.2  101687.  595. 10
2000 199 20   4.5   1.2  123576.  589. 10
2000 199 21   4.9   1.4   92750.  613. 13
2000 199 22   5.1   1.3   91865.  619. 13
2000 199 23   5.0   1.2   86609.  595. 13
2000 200  0   5.1   1.3   97744.  593. 17
2000 200  1   5.3   1.5   96274.  598. 17
2000 200  2   6.2   2.0  131938.  568. 17
2000 200  3   5.6   2.1  125904.  587. 23
2000 200  4   6.0   2.1  101495.  605. 23
2000 200  5   6.6   2.3  102188.  571. 23
2000 200  6   6.0   2.4  165706.  570. 23
2000 200  7   5.5   2.1  192705.  564. 23
2000 200  8   5.5   2.0  163094.  547. 23
2000 200  9   5.1   2.2  151388.  546. 13
2000 200 10   4.8   2.3  120040.  540. 13
2000 200 11   4.7   2.4  133627.  532. 13
2000 200 12   5.2   3.3  167010.  539. 30
2000 200 13   5.1   4.1  178509.  579. 30
2000 200 14   4.8   3.9  212039.  589. 30
2000 200 15   5.1   3.7  212277.  582. 30
2000 200 16   5.1   3.9  182846.  597. 30
2000 200 17   5.0   3.6  162673.  591. 30
2000 200 18   4.6   3.0  157079.  587. 30
2000 200 19   4.8   3.4  154237.  581. 30
2000 200 20   4.6   3.1  144442.  572. 30
2000 200 21   4.4   2.9  143135.  569. 33
2000 200 22   4.2   2.7  135220.  574. 33
2000 200 23   4.0   2.5  115884.  577. 33
2000 201  0   3.9   2.4  106199.  571. 23
2000 201  1   3.8   2.3  133132.  556. 23
2000 201  2   4.0   2.0   98702.  564. 23
2000 201  3   4.0   1.9   96416.  570. 10
2000 201  4   3.9   1.8   92731.  564. 10
2000 201  5   3.8   1.8   81973.  551. 10
2000 201  6   3.6   1.8   81269.  540.  7
2000 201  7   3.4   1.8   91924.  522.  7
2000 201  8   3.4   1.8   80668.  527.  7
2000 201  9   3.4   2.0   77345.  516. 10
2000 201 10   3.5   2.0   75669.  500. 10
2000 201 11   3.4   1.8   76584.  492. 10
2000 201 12   3.6   2.0   46427.  499. 20
2000 201 13   3.6   2.2   44573.  494. 20
2000 201 14   4.3   2.6   36758.  496. 20
2000 201 15   6.9   5.0   77236.  513. 43
2000 201 16  12.5   5.9  272732.  605. 43
2000 201 17  14.4   5.0  254319.  597. 43
2000 201 18  13.0   7.2  218554.  598. 37
2000 201 19  11.6   8.1  218749.  584. 37
2000 201 20  12.8   6.9  160229.  552. 37
2000 201 21  13.4   6.2  152364.  568. 43
2000 201 22  13.1   5.9  179337.  555. 43
2000 201 23  11.9   5.1  179670.  546. 43
2000 202  0  10.8   4.2  182454.  556. 47
2000 202  1  11.3   2.7  145191.  597. 47
2000 202  2  10.4   2.8  196847.  609. 47
2000 202  3   9.6   2.7  178277.  600. 60
2000 202  4   9.6   2.3  142624.  576. 60
2000 202  5   9.4   2.7   99877.  598. 60
2000 202  6   8.9   2.4  134905.  596. 53
2000 202  7   8.9   2.6  112846.  583. 53
2000 202  8   8.7   2.6  106292.  571. 53
2000 202  9   8.6   2.5   72022.  564. 50
2000 202 10   7.6   5.1   50586.  547. 50
2000 202 11   7.4   5.3   44221.  540. 50
2000 202 12   6.9   5.5   40689.  534. 40
2000 202 13   7.2   5.1   39305.  523. 40
2000 202 14   7.7   4.4   23094.  500. 40
2000 202 15   7.6   4.7   31254.  494. 23
2000 202 16   7.7   4.4   35295.  500. 23
2000 202 17   6.7   3.4   37086.  477. 23
2000 202 18   6.0   4.2   59956.  469. 33
2000 202 19   6.5   4.2   30440.  469. 33
2000 202 20   6.5   5.6   72822.  463. 33
2000 202 21   6.4   5.0   54541.  473. 30
2000 202 22   7.2   3.5   30490.  476. 30
2000 202 23   7.4   3.3   28296.  478. 30
2000 203  0   7.2   3.3   29468.  484. 27
2000 203  1   6.9   2.9   52370.  474. 27
2000 203  2   6.5   2.8   55010.  482. 27
2000 203  3   6.5   2.3  116550.  488. 20
2000 203  4   6.2   2.0   97777.  478. 20
2000 203  5   6.0   2.1   53562.  478. 20
2000 203  6   5.7   2.2   55017.  479. 10
2000 203  7   5.1   2.7  103754.  487. 10
2000 203  8   3.5   2.9  158834.  514. 10
2000 203  9   4.8   2.6  201984.  521. 13
2000 203 10   4.0   2.7  202143.  518. 13
2000 203 11   3.6   2.4  174904.  520. 13
2000 203 12   3.1   2.3  177014.  517. 23
2000 203 13   3.3   2.0  166368.  517. 23
2000 203 14   2.8   2.0  159775.  511. 23
2000 203 15   2.5   2.0  148062.  504. 13
2000 203 16   2.4   2.1  108740.  484. 13
2000 203 17   3.0   2.2  106789.  486. 13
2000 203 18   2.8   2.3  104825.  484. 13
2000 203 19   3.2   2.4  107053.  479. 13
2000 203 20   3.2   2.7   83354.  469. 13
2000 203 21   2.9   3.3   65787.  462. 17
2000 203 22   1.6   3.7   79812.  455. 17
2000 203 23   1.9   3.4   72568.  454. 17
2000 204  0   2.6   3.4   60643.  454. 17
2000 204  1   2.3   3.4   60933.  454. 17
2000 204  2   2.9   3.3   52446.  450. 17
2000 204  3   3.5   3.4   55396.  440. 23
2000 204  4   3.4   3.6   52377.  440. 23
2000 204  5   3.1   3.7   63345.  433. 23
2000 204  6   3.9   4.2   52989.  433. 23
2000 204  7   5.2   6.1   66096.  439. 23
2000 204  8   6.6   6.2   44121.  439. 23
2000 204  9   7.9   6.0   38252.  435. 33
2000 204 10   7.0   7.3   45539.  439. 33
2000 204 11   6.8   7.3   31265.  438. 33
2000 204 12   6.2   6.5   39836.  418. 23
2000 204 13   6.1   6.5   40725.  412. 23
2000 204 14   6.9   6.5   46880.  411. 23
2000 204 15   6.9   6.8   50442.  416. 37
2000 204 16   8.6   6.1   49022.  408. 37
2000 204 17   8.8   7.3   46932.  399. 37
2000 204 18   8.0   7.3   44530.  395. 30
2000 204 19   7.1   7.6   52151.  399. 30
2000 204 20   5.8   7.5   76841.  407. 30
2000 204 21   5.7   5.9  105780.  405. 20
2000 204 22   5.2   4.1  132960.  414. 20
2000 204 23   5.8   3.7  126297.  413. 20
2000 205  0   5.9   2.8  122465.  404. 20
2000 205  1   4.9   4.0  120616.  408. 20
2000 205  2   4.9   6.8   82618.  412. 20
2000 205  3   5.1   7.5   88402.  415. 23
2000 205  4   5.5   6.6  103080.  420. 23
2000 205  5   7.4   4.8   50593.  418. 23
2000 205  6   7.3   5.5   60030.  407. 13
2000 205  7   7.7   5.1   47492.  392. 13
2000 205  8   8.0   3.8   36262.  413. 13
2000 205  9   7.8   6.4   34847.  431. 17
2000 205 10   7.7   8.8   36601.  432. 17
2000 205 11   8.0   9.1   50243.  419. 17
2000 205 12   8.2   9.2   57299.  419. 37
2000 205 13   7.7  11.1   61512.  419. 37
2000 205 14   8.9   8.8   29697.  400. 37
2000 205 15   8.3  11.6   59182.  401. 47
2000 205 16  11.9  11.2   50651.  406. 47
2000 205 17  12.7   9.0   46402.  406. 47
2000 205 18  12.0  12.4   29025.  402. 60
2000 205 19  11.6  11.7   14642.  393. 60
2000 205 20  10.7   8.2   26962.  403. 60
2000 205 21  11.8   4.9   20241.  398. 33
2000 205 22  12.1   2.7   13130.  379. 33
2000 205 23  11.7   2.2    9382.  374. 33
2000 206  0  11.4   3.4   10483.  372. 23
2000 206  1  11.1   3.6   13657.  358. 23
2000 206  2  10.7   3.6   14256.  356. 23
2000 206  3  10.2   3.1   13017.  357. 23
2000 206  4   9.8   3.3   12921.  358. 23
2000 206  5   9.6   3.2   13119.  354. 23
2000 206  6   9.7   2.1   11835.  347. 13
2000 206  7   9.6   2.6   14488.  343. 13
2000 206  8   9.5   1.7   21231.  341. 13
2000 206  9   9.4   2.2   26063.  351.  3
2000 206 10   9.0   2.5   22139.  355.  3
2000 206 11   8.9   2.6   23013.  350.  3
2000 206 12   8.8   2.5   23248.  351.  7
