<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni2 data from 20170901 to 20170930</B><hr><pre>Selected parameters:
 1 Scalar B, nT
 2 SW Proton Density, N/cm^3
 3 SW Plasma Temperature, K
 4 SW Plasma Speed, km/s
 5 Kp index

YEAR DOY HR    1     2        3     4   5
2017 247 14   3.5   5.7   91694.  481. 17
2017 247 15   2.8   6.7  121932.  472. 27
2017 247 16   5.6   8.3  123893.  480. 27
2017 247 17   7.5   9.3  112689.  498. 27
2017 247 18   6.4  11.1  146043.  490. 37
2017 247 19   6.7  11.0  169515.  500. 37
2017 247 20   7.3  10.6  162925.  501. 37
2017 247 21   7.4   6.8  214743.  514. 47
2017 247 22   7.5   6.9  253276.  514. 47
2017 247 23   6.6   6.7  268699.  538. 47
2017 248  0   6.2   5.8  253658.  580. 40
2017 248  1   5.0   4.1  192148.  594. 40
2017 248  2   3.3   2.9  166746.  604. 40
2017 248  3   3.3   2.9  177923.  595. 30
2017 248  4   3.1   2.9  179669.  586. 30
2017 248  5   3.0   3.3  178134.  580. 30
2017 248  6   3.4   3.3  157630.  578. 23
2017 248  7   3.1   3.1  146515.  555. 23
2017 248  8   3.4   2.6  143872.  547. 23
2017 248  9   3.2   2.5  139371.  549. 17
2017 248 10   3.1   2.3  120559.  537. 17
2017 248 11   3.2   2.2   92369.  519. 17
2017 248 12   3.4   2.0   82893.  533. 20
2017 248 13   3.4   2.0   78935.  502. 20
2017 248 14   3.4   1.9   77349.  490. 20
2017 248 15   3.5   2.5   80826.  497. 23
2017 248 16   3.6   2.6   88201.  493. 23
2017 248 17   3.4   3.3   62209.  495. 23
2017 248 18   3.8   3.0   56497.  487. 27
2017 248 19   3.7   3.6   54573.  481. 27
2017 248 20   4.0   3.4   56741.  470. 27
2017 248 21   4.6   3.7   51051.  477. 13
2017 248 22   4.9   3.3   43699.  480. 13
2017 248 23   4.6   4.5   47356.  471. 13
2017 249  0   4.1   4.1   43834.  466. 13
2017 249  1   4.4   3.6   81636.  475. 13
2017 249  2   4.8   2.7   79879.  467. 13
2017 249  3   4.4   3.8   90060.  479. 13
2017 249  4   3.2   6.3   58589.  484. 13
2017 249  5   2.6   4.9   90189.  473. 13
2017 249  6   3.3   4.0   99257.  472. 13
2017 249  7   2.9   4.3   95927.  468. 13
2017 249  8   2.8   4.6   76693.  463. 13
2017 249  9   2.7   4.7   58606.  460. 27
2017 249 10   2.3   4.5   59489.  456. 27
2017 249 11   1.9   4.0   62687.  453. 27
2017 249 12   2.9   4.0   40935.  449. 30
2017 249 13   2.3   3.1   38579.  446. 30
2017 249 14   2.7   3.2   33766.  436. 30
2017 249 15   3.0   3.1   32629.  430. 17
2017 249 16   2.9   4.0   41574.  432. 17
2017 249 17   2.1   3.2   36798.  416. 17
2017 249 18   2.4   2.3   26934.  413.  3
2017 249 19   2.8   2.6   29400.  402.  3
2017 249 20   2.4   2.3   25643.  400.  3
2017 249 21   2.7   2.2   18724.  417. 33
2017 249 22   3.2   2.7   20767.  411. 33
2017 249 23   4.5   3.7   44679.  424. 33
2017 250  0  10.5   8.7  243616.  555. 27
2017 250  1  14.4  12.9  258769.  578. 27
2017 250  2   8.1  13.9  593843.  560. 27
2017 250  3   7.1  12.2  546146.  581. 37
2017 250  4   8.0  11.6  484137.  564. 37
2017 250  5   9.5  11.0  550995.  547. 37
2017 250  6  10.0  10.6  565699.  536. 37
2017 250  7   9.4   8.9  875698.  517. 37
2017 250  8  10.7   7.3  990912.  501. 37
2017 250  9  12.1   5.9  876776.  505. 37
2017 250 10  11.8   5.9  793422.  496. 37
2017 250 11  11.0   5.8  943148.  487. 37
2017 250 12   8.5   6.5  762841.  536. 27
2017 250 13   7.1   6.4  687494.  530. 27
2017 250 14   6.7   6.4  678528.  532. 27
2017 250 15   7.9   5.2  513846.  501. 20
2017 250 16   7.8   4.5  503576.  510. 20
2017 250 17   9.3   3.6  425014.  507. 20
2017 250 18   9.2   3.6  456525.  469. 27
2017 250 19   8.6   4.2  277302.  492. 27
2017 250 20   8.9   3.6  179167.  496. 27
2017 250 21  10.2   3.2   26029.  481. 77
2017 250 22  10.5   2.3   21807.  473. 77
2017 250 23  22.2   3.9  112109.  582. 77
2017 251  0  27.3   4.0  439169.  690. 80
2017 251  1  21.0   3.4 1866615.  678. 80
2017 251  2  12.4   2.5 3381460.  748. 80
2017 251  3  15.5   3.1 2088308.  766. 47
2017 251  4  13.6   2.4 1714690.  730. 47
2017 251  5  15.3   2.7  592502.  739. 47
2017 251  6  16.2   2.6 1816814.  742. 43
2017 251  7  17.1   2.5 1331137.  784. 43
2017 251  8  11.2   3.4  631799.  817. 43
2017 251  9   9.4   5.1  508777.  797. 50
2017 251 10   9.6   5.7  534224.  784. 50
2017 251 11  11.6   4.6  355959.  787. 50
2017 251 12  16.7   2.6    6418.  785. 83
2017 251 13  14.3   2.1   29772.  754. 83
2017 251 14  12.4   5.3   19505.  750. 83
2017 251 15  11.1   3.5   93781.  740. 73
2017 251 16   8.1   2.9  140662.  747. 73
2017 251 17   7.3   3.1   85664.  724. 73
2017 251 18   4.8   3.3  144763.  715. 63
2017 251 19   4.9   2.1  146191.  693. 63
2017 251 20   5.5   1.1  146792.  684. 63
2017 251 21   5.4   1.0  147878.  667. 47
2017 251 22   6.1   0.5   83609.  665. 47
2017 251 23   6.0   0.4   59703.  674. 47
2017 252  0   5.8   0.4   81669.  657. 23
2017 252  1   5.7   0.4   66848.  648. 23
2017 252  2   5.7   0.5   29431.  665. 23
2017 252  3   5.7   0.4 9999999.  656. 17
2017 252  4   5.6   0.6   29701.  649. 17
2017 252  5   5.3   0.5   37284.  637. 17
2017 252  6   5.2   0.4   43393.  624.  3
2017 252  7   5.2   0.4   26359.  615.  3
2017 252  8   5.1   0.3   33571.  600.  3
2017 252  9   5.1   0.3   34502.  594.  3
2017 252 10   5.1   0.4   36269.  586.  3
2017 252 11   4.9   0.3   35978.  579.  3
2017 252 12   5.0   0.4   44038.  579.  7
2017 252 13   5.0   0.4   35857.  572.  7
2017 252 14   5.3   0.3   35595.  573.  7
2017 252 15   5.2   0.4   25718.  567.  3
2017 252 16   5.2   0.3   34490.  552.  3
2017 252 17   5.2   0.3   42092.  544.  3
2017 252 18   5.1   0.3   50227.  540.  0
2017 252 19   5.1   0.3   50190.  531.  0
2017 252 20   5.1   0.3   31538.  525.  0
2017 252 21   5.1   0.3   29163.  520.  0
2017 252 22   5.0   0.3   30053.  519.  0
2017 252 23   4.9   0.3   38085.  508.  0
2017 253  0   5.0   0.3   28323.  508.  0
2017 253  1   4.9   0.3   32144.  497.  0
2017 253  2   4.9   0.3   32099.  492.  0
2017 253  3   4.9   0.2   36691.  485.  0
2017 253  4   4.9   0.4   53342.  482.  0
2017 253  5   4.8   0.5   73919.  496.  0
2017 253  6   4.7   0.7  119563.  498.  0
2017 253  7   4.7   0.7   98179.  490.  0
2017 253  8   4.7   0.7   77970.  493.  0
2017 253  9   4.5   0.6   94568.  467.  0
2017 253 10   4.2   0.9 9999999.  484.  0
2017 253 11   4.4   1.2 9999999.  517.  0
2017 253 12   4.2   1.1 9999999.  516.  3
2017 253 13   4.3   1.1 9999999.  507.  3
2017 253 14   4.4   1.1  276231.  508.  3
2017 253 15   4.8   1.2  263732.  512. 27
2017 253 16   4.7   1.1  252155.  506. 27
2017 253 17   4.6   1.2  258472.  496. 27
2017 253 18 999.9 999.9 9999999. 9999. 20
2017 253 19 999.9 999.9 9999999. 9999. 20
2017 253 20 999.9 999.9 9999999. 9999. 20
2017 253 21 999.9 999.9 9999999. 9999. 30
2017 253 22 999.9 999.9 9999999. 9999. 30
2017 253 23 999.9 999.9 9999999. 9999. 30
2017 254  0   2.0   5.9  191932.  615. 33
2017 254  1   3.8   4.7  154025.  630. 33
2017 254  2   4.2   3.5  112449.  632. 33
2017 254  3   3.9   3.5  104300.  619. 27
2017 254  4   3.7   3.5   90122.  609. 27
2017 254  5   3.3   3.7   80147.  623. 27
2017 254  6   4.0   3.2   69070.  619. 23
2017 254  7   4.0   3.1   83930.  619. 23
2017 254  8   3.2   3.2   96413.  617. 23
2017 254  9   2.1   3.6   71489.  619. 20
2017 254 10   2.7   4.1   63733.  610. 20
2017 254 11   2.1   5.0   72629.  607. 20
2017 254 12   2.1   5.3   77163.  602. 27
2017 254 13   1.8   5.7   87168.  590. 27
2017 254 14   1.8   5.8   73000.  575. 27
2017 254 15   2.5   4.5   66726.  574. 20
2017 254 16   2.6   3.7   60516.  573. 20
2017 254 17   1.5   4.1   58785.  568. 20
2017 254 18   2.2   4.5   59564.  561. 27
2017 254 19   2.2   4.6   60810.  555. 27
2017 254 20   2.2   4.2   76402.  560. 27
2017 254 21   2.0   4.7   84038.  565. 27
2017 254 22   2.5   5.1   80384.  546. 27
2017 254 23   3.7   4.8   76259.  529. 27
2017 255  0   3.8   6.1   66718.  522. 20
2017 255  1   2.9   6.3   86204.  524. 20
2017 255  2   4.3   5.1   93832.  530. 20
2017 255  3   4.3   5.7   88329.  526. 17
2017 255  4   3.8   6.5   83264.  506. 17
2017 255  5   3.6   7.4   61062.  468. 17
2017 255  6   4.4   7.3   69186.  461. 23
2017 255  7   2.8   9.6   72402.  466. 23
2017 255  8   5.2   6.3   91012.  476. 23
2017 255  9   5.5   5.5   98152.  461. 20
2017 255 10   5.8   4.6   84379.  456. 20
2017 255 11   5.0   4.3  128010.  466. 20
2017 255 12   2.8   4.1  192049.  471. 27
2017 255 13   4.5   3.4  132383.  463. 27
2017 255 14   3.4   3.5  143447.  461. 27
2017 255 15   3.4   3.9  118334.  457. 23
2017 255 16   3.8   4.2  124817.  449. 23
2017 255 17   4.4   4.2  131498.  456. 23
2017 255 18   4.5   4.5  130124.  479. 40
2017 255 19   4.5   5.0   96456.  494. 40
2017 255 20   9.8  11.7  135566.  525. 40
2017 255 21  13.7  14.0  425700.  621. 53
2017 255 22  13.1  16.8  574583.  607. 53
2017 255 23  11.8  16.5  597547.  612. 53
2017 256  0   9.6  14.5  489182.  594. 53
2017 256  1   7.4  13.3  408103.  591. 53
2017 256  2   9.1  11.5  320580.  573. 53
2017 256  3   7.9  10.3  280679.  563. 27
2017 256  4   7.1  10.3  237470.  549. 27
2017 256  5   6.9   8.7  221991.  527. 27
2017 256  6   4.8   9.8  198259.  506. 37
2017 256  7   3.5   8.8  199743.  492. 37
2017 256  8   2.9   8.0  196693.  482. 37
2017 256  9   3.1   8.1  175646.  472. 23
2017 256 10   3.7   7.9  169118.  461. 23
2017 256 11   4.9   7.9  150931.  454. 23
2017 256 12   4.6   8.5  141168.  445. 17
2017 256 13   3.7   9.9   88637.  433. 17
2017 256 14   4.0   8.3   98383.  422. 17
2017 256 15   3.7   6.4  111797.  414. 13
2017 256 16   3.4   6.5   97182.  408. 13
2017 256 17   2.4   8.3   57535.  396. 13
2017 256 18   2.2   8.2   59572.  389. 17
2017 256 19   3.0   6.2   67273.  382. 17
2017 256 20   3.0   5.2   56929.  370. 17
2017 256 21   2.7   4.9   52430.  358.  0
2017 256 22   2.6   4.5   49059.  359.  0
2017 256 23   2.0   5.8   34406.  354.  0
2017 257  0   2.4   4.5   29767.  349. 20
2017 257  1   3.7   8.3   58210.  360. 20
2017 257  2   5.1  12.3   91025.  369. 20
2017 257  3   7.0  10.4   60919.  370. 20
2017 257  4   6.6  10.6   57051.  361. 20
2017 257  5   6.4   9.7   55969.  347. 20
2017 257  6   5.4   9.8   55251.  342. 10
2017 257  7   4.3   9.0   49486.  334. 10
2017 257  8   3.9   7.9   44990.  336. 10
2017 257  9   4.4  10.6   60306.  346. 27
2017 257 10   6.1  10.8   76402.  362. 27
2017 257 11   5.7  19.3   85373.  376. 27
2017 257 12   7.3  32.0   77895.  412. 40
2017 257 13  10.0  34.1  118304.  435. 40
2017 257 14   7.9  45.7  120537.  444. 40
2017 257 15  19.9   8.9  221054.  456. 53
2017 257 16  17.2   9.1  252856.  461. 53
2017 257 17  13.5  11.2  358339.  477. 53
2017 257 18  11.5   9.6  318613.  497. 40
2017 257 19   9.4   6.0  279909.  567. 40
2017 257 20   5.9   3.5  231075.  611. 40
2017 257 21   6.3   3.6  200039.  633. 43
2017 257 22   6.6   3.5  194037.  627. 43
2017 257 23   6.2   3.4  243857.  660. 43
2017 258  0   5.9   3.3  279057.  666. 57
2017 258  1   5.1   3.6  325739.  679. 57
2017 258  2   5.4   3.4  299304.  666. 57
2017 258  3   5.2   3.4  278386.  668. 37
2017 258  4   5.0   3.4  239344.  679. 37
2017 258  5   5.1   3.2  219486.  678. 37
2017 258  6   4.8   2.9  228914.  672. 43
2017 258  7   5.1   2.8  215851.  695. 43
2017 258  8   5.2   2.9  206220.  665. 43
2017 258  9   5.1   2.5  228246.  653. 30
2017 258 10   5.3   2.8  220716.  644. 30
2017 258 11   5.9   2.5  173249.  631. 30
2017 258 12   6.1   3.2  154748.  656. 40
2017 258 13   5.6   3.8  188756.  654. 40
2017 258 14   5.7   4.0  193914.  650. 40
2017 258 15   5.6   3.9  186485.  650. 33
2017 258 16   5.7   3.7  218178.  670. 33
2017 258 17   6.3   3.3  215538.  660. 33
2017 258 18   6.7   3.6  214125.  665. 53
2017 258 19   6.3   2.9  242448.  670. 53
2017 258 20   6.1   3.0  266766.  666. 53
2017 258 21   6.0   3.0  250846.  674. 47
2017 258 22   6.5   3.2  227628.  688. 47
2017 258 23   6.3   3.3  258051.  675. 47
2017 259  0   6.5   3.5  238631.  682. 50
2017 259  1   6.8   4.0  233199.  689. 50
2017 259  2   6.7   3.7  236821.  661. 50
2017 259  3   7.0   3.4  226127.  654. 53
2017 259  4   7.8   4.0  205886.  655. 53
2017 259  5   7.0   4.2  216086.  649. 53
2017 259  6   5.5   3.1  208995.  664. 33
2017 259  7   4.7   2.8  208832.  680. 33
2017 259  8   4.9   3.0  209748.  682. 33
2017 259  9   5.2   3.1  190643.  679. 33
2017 259 10   5.3   3.0  178541.  663. 33
2017 259 11   5.9   2.5  149105.  646. 33
2017 259 12   5.6   2.3  180250.  666. 40
2017 259 13   5.1   2.6  239306.  692. 40
2017 259 14   4.7   2.8  262206.  701. 40
2017 259 15   4.3   2.8  264919.  707. 40
2017 259 16   4.4   2.8  236485.  715. 40
2017 259 17   3.9   2.7  228737.  707. 40
2017 259 18   4.6   2.4  191457.  665. 30
2017 259 19   4.4   2.5  210841.  672. 30
2017 259 20   4.5   2.4  207951.  672. 30
2017 259 21   3.7   2.5  236528.  682. 30
2017 259 22   3.7   2.6  232473.  688. 30
2017 259 23   3.6   2.4  223228.  683. 30
2017 260  0   3.5   2.2  197304.  676. 30
2017 260  1   3.7   2.3  173193.  671. 30
2017 260  2   4.2   2.0  151589.  659. 30
2017 260  3   3.8   2.2  212592.  655. 33
2017 260  4   4.1   2.4  179727.  660. 33
2017 260  5   4.0   2.4  164536.  654. 33
2017 260  6   3.8   2.7  183569.  655. 20
2017 260  7   4.2   3.5  185654.  656. 20
2017 260  8   4.1   3.6  196831.  646. 20
2017 260  9   4.1   3.6  182305.  642. 23
2017 260 10   4.4   3.6  169073.  636. 23
2017 260 11   5.0   3.1  170655.  653. 23
2017 260 12   5.5   3.3  165109.  655. 37
2017 260 13   5.2   3.5  167766.  654. 37
2017 260 14   5.4   3.2  164407.  647. 37
2017 260 15   5.6   3.6  161335.  643. 40
2017 260 16   5.7   3.9  179724.  634. 40
2017 260 17   6.2   3.4  171747.  627. 40
2017 260 18   6.0   3.3  182213.  624. 23
2017 260 19   6.3   3.4  184499.  639. 23
2017 260 20   6.6   3.3  146168.  619. 23
2017 260 21   6.6   3.2  160933.  626. 13
2017 260 22   6.4   3.3  190818.  618. 13
2017 260 23   5.6   3.8  229203.  638. 13
2017 261  0   6.0   3.7  210640.  623. 43
2017 261  1   5.4   4.0  246173.  655. 43
2017 261  2   4.3   3.8  247535.  671. 43
2017 261  3   4.1   3.2  249273.  656. 37
2017 261  4   4.6   3.1  219976.  639. 37
2017 261  5   4.8   3.0  188929.  632. 37
2017 261  6   4.9   3.8  171832.  649. 40
2017 261  7   5.3   4.2  186145.  639. 40
2017 261  8   5.1   4.0  207240.  633. 40
2017 261  9   4.7   3.8  225405.  638. 40
2017 261 10   4.3   2.7  177526.  651. 40
2017 261 11   4.0   2.4  153210.  673. 40
2017 261 12   2.9   2.4  157316.  665. 27
2017 261 13   3.1   2.2  140255.  630. 27
2017 261 14   3.8   2.3  125646.  589. 27
2017 261 15   3.2   2.6  150093.  595. 27
2017 261 16   3.5   3.1  125469.  604. 27
2017 261 17   2.7   3.1  149451.  584. 27
2017 261 18   3.8   2.5  125711.  577. 27
2017 261 19   3.7   2.7  122662.  574. 27
2017 261 20   3.3   2.6  127010.  568. 27
2017 261 21   2.9   2.5  128468.  560. 33
2017 261 22   3.4   2.4  112667.  558. 33
2017 261 23   3.5   2.4  101524.  550. 33
2017 262  0   3.6   2.4   99121.  544. 23
2017 262  1   3.3   2.6   97306.  542. 23
2017 262  2   3.2   2.9  100802.  539. 23
2017 262  3   3.2   3.0   93698.  530. 17
2017 262  4   3.3   3.1   88227.  523. 17
2017 262  5   4.2   2.5   88813.  523. 17
2017 262  6   4.5   2.1   91119.  513. 10
2017 262  7   4.2   2.3   95605.  514. 10
2017 262  8   3.9   2.9   93458.  515. 10
2017 262  9   4.0   3.0   97112.  510. 17
2017 262 10   4.1   2.6  106025.  519. 17
2017 262 11   4.6   2.1   94366.  506. 17
2017 262 12   4.5   2.0   91478.  500. 13
2017 262 13   4.6   2.0   89041.  501. 13
2017 262 14   4.6   2.5   85100.  502. 13
2017 262 15   4.5   2.7   76205.  503. 20
2017 262 16   4.4   2.7   76866.  504. 20
2017 262 17   4.3   2.4   82512.  484. 20
2017 262 18   4.2   2.5   71690.  513. 27
2017 262 19   4.0   2.5   65310.  499. 27
2017 262 20   4.1   2.4   53238.  498. 27
2017 262 21   3.9   2.5   57438.  495. 23
2017 262 22   3.9   2.4   68669.  493. 23
2017 262 23   4.0   2.4   55201.  495. 23
2017 263  0   4.2   2.4   54494.  501. 30
2017 263  1   4.2   2.6   62202.  488. 30
2017 263  2   4.0   2.7   75036.  482. 30
2017 263  3   4.0   2.8   77185.  472. 33
2017 263  4   4.0   2.7   76022.  477. 33
2017 263  5   4.1   2.8   79299.  478. 33
2017 263  6   4.2   2.7   75624.  466. 20
2017 263  7   4.6   2.7   81424.  467. 20
2017 263  8   4.6   2.5   77798.  461. 20
2017 263  9   4.7   2.9   70288.  469. 20
2017 263 10   5.3   3.4   77473.  472. 20
2017 263 11   5.2   3.3   73202.  464. 20
2017 263 12   5.0   3.2   67962.  454. 20
2017 263 13   5.0   3.5   67489.  453. 20
2017 263 14   5.0   3.6   74807.  446. 20
2017 263 15   5.1   3.6   73464.  440. 10
2017 263 16   5.2   3.4   72479.  434. 10
2017 263 17   5.3   3.9   62759.  433. 10
2017 263 18   5.3   4.8   79327.  454. 20
2017 263 19   5.7   5.3   83760.  450. 20
2017 263 20   6.0   5.7   80805.  452. 20
2017 263 21   6.0   5.5   69540.  439.  7
2017 263 22   4.8   5.7   95178.  439.  7
2017 263 23   4.0   5.8  104477.  435.  7
2017 264  0   3.7   5.1   93457.  429.  7
2017 264  1   4.1   4.6   91584.  435.  7
2017 264  2   4.0   4.1   90769.  444.  7
2017 264  3   3.9   3.9  101236.  449. 13
2017 264  4   3.7   3.8   97589.  440. 13
2017 264  5   3.6   3.5   85707.  438. 13
2017 264  6   3.5   3.7   69207.  438. 23
2017 264  7   3.5   3.8   67853.  428. 23
2017 264  8   3.6   3.9   65986.  421. 23
2017 264  9   3.4   4.2   62077.  416. 13
2017 264 10   3.2   4.2   61173.  414. 13
2017 264 11   3.5   4.2   64513.  412. 13
2017 264 12   3.6   3.8   65583.  401. 17
2017 264 13   3.6   4.1   58454.  409. 17
2017 264 14   3.8   3.6   56322.  394. 17
2017 264 15   3.9   3.3   60777.  383.  3
2017 264 16   3.8   3.4   51619.  382.  3
2017 264 17   4.2   4.6   60694.  390.  3
2017 264 18   4.7   5.2   60696.  391. 13
2017 264 19   4.3   4.9   56824.  398. 13
2017 264 20   4.2   4.9   59444.  404. 13
2017 264 21   4.5   4.3   65337.  400. 17
2017 264 22   5.2   3.3   73022.  398. 17
2017 264 23   5.5   2.1   64806.  399. 17
2017 265  0   5.3   2.6   59765.  391. 13
2017 265  1   5.6   2.3   59774.  394. 13
2017 265  2   5.7   2.3   61521.  390. 13
2017 265  3   5.1   2.5   59303.  388. 10
2017 265  4   4.1   4.2   57718.  364. 10
2017 265  5   4.0   4.1   52872.  352. 10
2017 265  6   4.1   4.3   49881.  360. 10
2017 265  7   4.2   4.1   44519.  354. 10
2017 265  8   4.3   3.6   40433.  348. 10
2017 265  9   3.9   5.6   52603.  362.  3
2017 265 10   3.7   6.0   58180.  361.  3
2017 265 11   3.9   5.7   50257.  356.  3
2017 265 12   4.3   5.3   39316.  349. 10
2017 265 13   4.7   5.8   29360.  347. 10
2017 265 14   4.8   6.2   30969.  346. 10
2017 265 15   4.7   7.2   41444.  351. 10
2017 265 16   4.8   7.2   38880.  354. 10
2017 265 17   5.2   7.3   41193.  362. 10
2017 265 18   5.6   7.9   45830.  354. 23
2017 265 19   5.2   6.8   54277.  354. 23
2017 265 20   4.8   6.5   53838.  368. 23
2017 265 21   3.8   6.8   75172.  365. 23
2017 265 22   4.1   6.3   81103.  359. 23
2017 265 23   3.5   6.6   84187.  361. 23
2017 266  0   4.5   5.9   77130.  357.  7
2017 266  1   4.6   5.5   76713.  356.  7
2017 266  2   4.8   5.4   68142.  359.  7
2017 266  3   4.3   5.9   76764.  363. 13
2017 266  4   3.8   5.9   83509.  368. 13
2017 266  5   4.5   5.6   76106.  367. 13
2017 266  6   4.6   5.4   79240.  368. 10
2017 266  7   4.3   5.5   79864.  369. 10
2017 266  8   4.1   5.5   76872.  373. 10
2017 266  9   4.4   5.5   71434.  383.  7
2017 266 10   4.3   5.8   74096.  383.  7
2017 266 11   2.9   6.3   86159.  378.  7
2017 266 12   3.5   6.3   80871.  366. 10
2017 266 13   4.5   6.3   77057.  363. 10
2017 266 14   3.6   6.4   81483.  365. 10
2017 266 15   3.2   6.3   79508.  360.  7
2017 266 16   3.7   6.4   74008.  356.  7
2017 266 17   3.9   6.7   69328.  353.  7
2017 266 18   3.7   7.0   70760.  358. 23
2017 266 19   4.0   7.0   63642.  357. 23
2017 266 20   3.8   7.0   65925.  349. 23
2017 266 21   3.5   7.3   67422.  348. 10
2017 266 22   3.4   7.5   65848.  346. 10
2017 266 23   4.2   7.3   51582.  345. 10
2017 267  0   4.4   7.5   55324.  343. 10
2017 267  1   4.7   5.6   42877.  331. 10
2017 267  2   4.7   6.9   46878.  340. 10
2017 267  3   5.0   6.8   44682.  339. 17
2017 267  4   5.0   7.6   39999.  339. 17
2017 267  5   5.1   7.6   36817.  338. 17
2017 267  6   5.0   8.3   32979.  340.  7
2017 267  7   5.0   8.8   30088.  337.  7
2017 267  8   4.8  10.3   39071.  334.  7
2017 267  9   5.8  10.4   38405.  333.  7
2017 267 10   5.1  12.9   42569.  336.  7
2017 267 11   5.9  14.4   37662.  345.  7
